Image,Ratings,Price,Description
images/81SasUZt7oL._AC_SX679_.jpg,4.4,"$104
73","21.5"" Full HD (1920 x 1080) Widescreen VA Monitor
Response Time: 5ms (G to G)
Refresh Rate: 75Hz using HDMI port
Ergonomic Tilt: -5° to 20° | VESA mounting compliant (75 x 75mm)"
images/71P0M7tKjYL._AC_SX300_SY300_.jpg,4.6,"$109
97","1800R curve monitor the curved display delivers a revolutionary visual experience with a leading 1800R screen curvature as the images appear to wrap around you for an in depth, immersive experience
Hdmi, VGA & PC audio in ports
High refresh rate 75Hz.Brightness (cd/m²):250 cd/m2
Vesa wall mount ready; Lamp Life: 30,000+ Hours
Windows 10 Sceptre Monitors are fully compatible with Windows 10, the most recent operating System available on PCs.Brightness: 220 cd/M2
Pixel Pitch: 0.27156mm (H) x 0.27156 mm (V)
75 hertz"
images/613QjYRkKqL._AC_SX679_.jpg,4.5,"$149
97","IPS Panel: The IPS (In-Plane Switching) panel cannot be beat when it comes to consistently delivering top color performance and sharp visibility from multiple viewing angles.
165Hz Refresh Rate: Pushing beyond the standard refresh rate, 165Hz gives gamers an edge in visibility as frames transition instantly, leaving behind no blurred images.
Response Time 1ms MPRT: With 1ms MPRT, motion blur is eliminated and exceptionally crisp imagery is visible in the midst of chaotic combat.
320 Brightness: Remarkably vivid colors illuminate the screen like never before with 320 cd/m² brightness.
Blue Light Shift: Blue Light Shift reduces blue light, allowing you to comfortably work, watch, or play applications without straining your eyes."
images/71-4ZeUWzqL._AC_SX300_SY300_.jpg,4.6,"$164
97","1500R Curved Display: The 1500R degree curved design immerses you completely into the gaming landscape, allowing you to spot all threats and opportunities before all of your competitors.
98% sRGB: With 98% sRGB, this monitor offers a wider color gamut than most conventional monitors, giving deeper colors and defining features.
Multiple Ports: Two HDMI and one VGA port each accelerate refresh rate up to 75Hz, providing the visual edge you need to defeat the competition during all of your gaming exploits.
Adaptive Sync: Adaptive Sync is a technology that closes the gap between the graphics card's and the monitor's refresh rates, eliminating image tearing and stuttering in the process.
Built-in Speakers: Perfectly suited to work & gaming settings, built-in speakers deliver robust & smooth audio while saving space on your desk.
Blue Light Shift: Blue Light Shift reduces blue light, allowing you to comfortably work, watch, or play applications without straining your eyes.
Tiltable Display: A display that tilts 15° backward and 5° forward allows you to find a sweet spot that bridges clarity and comfort."
images/81SrmdgoKQL._AC_SX679_.jpg,4,"$469
00","17 3” Full HD (1920x1080) IPS portable gaming monitor with 240Hz refresh rate and 3ms (GTG) for super-smooth gaming visual
Aspect Ratio is 16:9; Viewing Angle (CR≧10, H/V) is 178°/ 178°; Brightness (Typ) is 300cd/㎡
Hybrid-signal USB-C and micro-HDMI ports provide versatile connectivity with smartphones laptops game consoles cameras tablets and more
Adaptive-sync to deliver a seamless tear-free gaming experience. Display Viewing Area (HxV)-15 x 8.4 inch. Height Adjustment-0~4.5 inch
Built-in battery provides up to 3 hours at 240hz refresh rate
Smart Case optimized gaming scenarios on the go for console smartphone notebook"
images/716iLukOciL._AC_SX679_.jpg,3.9,"$109
99","Recommended Monitor: VG245H VG245HE VG248QG VG258Q VG258QR VG259Q VG259QM VG278Q VG278QR VG279Q VG279QM VG27AQ VG27BQ MG248QR PG248Q PG258Q PG278QR PG279Q PG279QZ and PG27AQ
Gamer focused design perfect for first-person shooting airplane and racing games for a seamless multi-monitor setup
New universal design compatible with flat monitors under 27 inches with a four-sided frameless or slim-bezel design
Optical micro-structures that refract light bending it inward to hide the bezels underneath
Easy setup with quick release clip to fit in different monitor bezel sizes
In the box it includes four clips two lenses and one angle measurement tool
ROG Bezel-Free Kit is designed for a triple monitor setup placed in an angle between 120-130° (tested internally for the best viewing and immersive experience)"
images/71gSYP+qn+L._AC_SX679_.jpg,4.5,"$179
99","The Lenovo G24qe-20 monitor is equipped with a 23.8-inch 2560 x 1440 QHD resolution, the In-Plane Switching (IPS) display technology is equipped with 114% sRGB color space and 350 nits brightness to provide excellent color performance
Performing at a high 100 Hz (overclock to 110 Hz) refresh rate results in reducing stuttering and latency to deliver a fluid gaming experience without motion blur paired with a 1ms MPRT and 4ms extreme response time
The AMD FreeSync VRR technology eliminates screen tearing, enhancing the gameplay experience furthermore by cleverly aligning the refresh rate of the display with the frame rate output of the GPU, the Gaming Tools feature provides gamers with special tools including Show Frame Rate, Show Timer, Show Aim Point, and Shortcut Key settings to help them come out victorious every round
The Artery software allows gamers to select saved preset Game Mode Settings or customize settings
The Lenovo G24qe-20 monitor includes a range of ports such as HDMI 2.0, DP 1.2, and 3.5-mm Audio Out"
images/61UwLrZ0XWL._AC_SX466_.jpg,4,"$149
95","💖[1080p FHD Remote & 720p HD Local viewing] - The camera transmits 1080p high-definition video, so you can clearly see your little one on the parent unit. Included 7-inch color (720p) LCD screen to clearly see every single move right from the parent unit.
💖[Plug & Play Direct Mode. Remote Monitoring on iOS & Android Devices] - This advanced monitor system is configured for local monitoring right out of the box. In the same time, enjoy the remotely listening and viewing on multiple devices, even outside the home. This system allows for remote viewing via internet through the MyVTech Baby Pro app with no fees or monthly subscriptions.
💖[360 degree Pan & Tilt with 10X Zoom & 110 degree wide-angle lens] - Achieve 360 degree panoramic viewing and view as many as 100 degrees up and down. Zoom in up to 10X to feel close to the baby.
💖[HD Night Vision Camera] - Enhanced night vision technology allows you to clearly see your baby with automatic infrared night vision.
💖[Motion Detection & Triggered recording] - The camera unit has motion detection by video which can alert you when required. It also can trigger and save up to 30 video clips which can be accessed/played through the MyVTech Baby Pro app and even shared with anyone if required.
💖[Soothing Sounds & Temperature Sensor] - Create a comfortable and pleasant environment for the baby with right temperature and natural sounds/lullabies to soothe the senses.
💖[Local and Remote Two-way, talk-back intercom] - Sometimes all your baby needs is to hear the sound of your voice. Comfort your infant from any room with the built-in intercom on the portable parent unit or from anywhere using the MyVTech Baby Pro app on smartphone."
images/61JDmKW34pL._AC_SX679_.jpg,4.8,,"Is power-efficient with minimal heat production to ensure a prolonged, convenient usage
23.8"" viewable screen size provides a lively viewing experience
5 ms GTG (OD) response time makes it excellent for latest action films, sports or gaming
250 Nit brightness gives an exceptional visible display for clear and consistent on-screen pictures
23.8"" screen size with 1920x1080 resolution provides a native display of a Full HD video sources without any degradation due to down-sampling technologies
LED backlight enhances display performance that delivers an outstanding color range and contrast ratios
1920 x 1080 maximum resolution for a spectacular, sharp display with added reliability"
images/81w1JUuEb6L._AC_SX679_.jpg,4.5,"$279
00","23.8"" 1920x1080 1ms response time and native 240Hz refresh rate with Aura RGB lighting and customizable LED lighting effect
ASUS Eye Care technology makes marathons even easier, reducing eyestrain and other eye ailments with TUV Rheinland-certified blue light filter and flicker-free backlighting
NVIDIA G-SYNC Technology removes stutter and screen tearing for the smoothest gaming experience
Flexible connectivity options with DisplayPort 1.2, dual HDMI 2.0 and USB 3.0. Game-grade ergonomics such as tilt, pivot, swivel and height adjustments allow you to play like a pro in your comfort zone
ASUS Rapid Replacement: 3 Years Warranty, 2 way free shipping
240 hertz"
