Image,Ratings,Price,Description
"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",4.9,"$13
00","CLASSIC STORYTIME: Help baby to learn and begin story time with a soft fabric book featuring Princess Belle. An adorable 5 inch on-the-go book lets baby play as you read a story together.
SOFT TEETHING TOY: Fun interactive materials keep baby engaged. This book features crinkly sound, squeaker, a c clip for attaching to stroller or car seat, a mirror and a textured teether .
BABYS FIRST TOY: A baby essential, this carseat and stroller toy is ideal for baby showers, 1st birthdays, and is popular for boys & girls ages 0 months to toddler. Machine washable and BPA Free.
CRINKLE BOOK: Soft books, or teether books, are classic retro toys that have amused babies for decades. This interactive infant book delights babies with textures, sounds, & bright colors to discover.
MODERN CLASSIC BABY TOY: Belle from Beauty and the Beast is instantly recognizable bringing sweet memories from your own childhood as it helps your child to learn, play, and grow."
"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[253 255 254]
  [254 254 255]
  [250 253 249]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [253 253 253]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",4.9,"$33
99","Classic hopscotch rug: The Melissa & Doug Hop & count hopscotch rug features a classic hopscotch design and 2 colorful beanbags for hours of jumping and counting entertainment.
Durable materials: our hopscotch rug is made from high-quality Woven materials that can be used indoors or outdoors. The rug is machine-washable for easy cleanup.
Skid-proof backing: This high-quality hopscotch game set features a skid-proof backing, ensuring safe use on multiple floor surfaces. Comes in ""Frustration-Free packaging,"" intended to be easier to open and reduce waste.
Great gift for ages 3 to 7: This Melissa & Doug Hop & count hopscotch rug makes an exceptional gift for kids from 3 to 7 years. Add the Melissa & Doug 4-in-1 game rug to round out the hands-on, screen-free play experience.
“The gold standard in childhood play”: for more than 30 years, Melissa & Doug has created beautifully designed imagination- and creativity-sparking products that nbc news called “the gold standard in early childhood play.”"
"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",4.9,"$19
99","All Kinds of Learning Fun: Kids learn counting, colors, matching, imagination, fine motor skills, and more with the help of these fun, friendly polar pals in this educational toy set!
Five Fun Polar Animals: Each of the friendly polar animals doubles as a finger puppet that’s ready for all kinds of imaginative adventures!
Grows With Your Kids: These polar animals and their toddler activities grow with your kids from toddler skills and beyond—build new fine motor skills during early games of pretend, then move on using the set as an early math and color teaching toy!
Ages and Stages: Specially designed with little ones in mind, this educational toy set helps kids as young as 18 months build counting, color, and fine motor skills!
Give the Gift of Learning: Whether you’re shopping for holidays, birthdays, or just because, STEM toys for kids from Learning Resources help you discover new learning fun every time you give a gift!"
"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",4.8,"$58
99","Playtime grows with your baby from infant to toddler!
Infant Entertainer: spinning seat & 4 moveable activity pods for 360 degrees of play
Sit-at Play: Connect the activity pods to shape-sorter plate for fun floor play & take-along
Toddler Play Table: Replace the seat with the shape-sorter plate for standing & cruising fun
10+ activities on 4 pods, plus a machine-washable seat pad & removable legs for storage"
"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",4.7,"$59
99","Playtime is a BALL with this grow-with-me ball pit play gym
Includes 40 balls with carrying case for easy storage
Parents can drop balls through the mesh canopy hole, or baby can practice motor skills by rolling or passing the balls back and forth
Cheerful elephant toy lights up and plays 20 minutes of music (and detaches for on-the-go fun)
Includes 7 tropically cool take-along toys: elephant musical toy, crinkle toy, mirror, flash cards, hanging leaf toy and bead rattle
Machine washable mat and easy-to-clean wipeable toys
Grow with me from infant to toddler, ages newborn and up"
"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",4.8,"$8
99","Itzy Ritzy’s silicone Ritzy Rattle is a teething rattle that includes two silicone rings and a gentle rattle sound to entertain baby
The rattle is made of 100% food grade silicone and features raised textures to help soothe and massage sore gums
Two attached silicone rings keep baby’s hands busy while the soft rattle sound helps occupy baby
The wide opening makes the Ritzy Rattle easy for small hands to grasp
The Ritzy Rattle is designed for ages 3 months and up"
"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",4.6,"$7
99","Itzy Ritzy’s water-filled teethers come in a 3-pack of coordinating fruit shapes that each feature an open design, making them easy for baby to hold
Each teether has texture on both sides to help soothe sore, swollen gums and massage emerging teeth
For added relief, these teethers can be placed in the refrigerator until chilled so baby has something cold and soothing to chew on
Before use, clean with a damp cloth and mild soap and air dry. Do not boil, microwave or place in freezer."
"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",4.7,"$19
99","The Itzy Stacker includes six silicone stacking rings with a fun character topper to help improve baby’s fine motor skills and problem-solving skills
The silicone rings and topper are made of food grade silicone and feature multiple textures to help soothe and massage sore gums when used for teething
The numbered rings nestle together for storage and make a cute shelf display when not in use
Designed for ages 3 months and up"
"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",4.6,"$5
79","Award-winning teething toy stimulates baby's gums and imagination
Features 5 multi-textured teething surfaces easy for baby to grasp, hold and chew
Develops motor, sensory and cognitive skills
Twist and shake to hear fun rattles
BPA-free; 6+ months
4 different teething surfaces
Develops motor and sensory skills
Easy for baby to grasp, hold and chew"
"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",4.8,"$47
84","Pretend kitchen playset with 4 interactive play settings, including bilingual learning in English & Spanish
75+ songs, tunes, sounds and phrases teach the alphabet, numbers, colors, shapes, and more
2 sides of play with activities like shape sorting, on/off light switch, clock with roller and more
Comes with 5 play pieces; playset folds for easy storage
Helps strengthen fine motor skills, introduce cause & effect, and encourages early role-play for babies and toddlers ages 6 months to 3 years old
Item arrives in frustration-free, easy-to-open packaging that's 100% recyclable and reveals what's inside."
